product_name                                                                                                      , series           , category        , subcategory   , brand     , width, height, depth, pureqty, impureqty, core_product
Pulse Super crystal magsafe case for iPhone 15-Black                                                              , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   315.0,        90, iPhone
Pulse Super crystal magsafe case for iPhone 15-Clear                                                              , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   259.0,        56, iPhone
Pulse TANK Gradient Magsafe case for iPhone 15-Blue                                                               , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   256.0,        86, iPhone
Pulse THOR Leather case for iPhone 15-Black                                                                       , iPhone 15 Base   , case            , leather       , Pulse     ,    11,     21,     3,   284.0,       109, iPhone
Pulse THOR Leather case for iPhone 15-Blue                                                                        , iPhone 15 Base   , case            , leather       , Pulse     ,    11,     21,     3,   283.0,        98, iPhone
Pulse Tire magsafe case for iPhone 15 Black                                                                       , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   290.0,        98, iPhone
Roskilde MagSafe - iPhone 15 - Black                                                                              , iPhone 15 Base   , other           ,               , Roskilde  ,    11,     21,     3,     4.0,         6, iPhone
Roskilde MagSafe - iPhone 15 - Tan                                                                                , iPhone 15 Base   , other           ,               , Roskilde  ,    11,     21,     3,     1.0,         4, iPhone
AT Minimal Case For iPhone 15 plus- 81023- Clear                                                                  , iPhone 15 Plus   , case            , minimal       , AT Minimal,    11,     21,     3,     1.0,         1, iPhone
AT Minimal Magsafe Case For iPhone 15 Plus-81061-Clear                                                            , iPhone 15 Plus   , case            , magsafe       , AT Minimal,    11,     21,     3,    16.0,         2, iPhone
HYPHEN AIRE Clear Soft Case - iPhone 15 Plus - 6.7                                                                , iPhone 15 Plus   , case            , soft          , Hyphen    ,    11,     21,     3,     3.0,         1, iPhone
HYPHEN AIRE MagSafe Clear Case - iPhone 15 Plus - 6.7 10ft Drop-Tested Case                                       , iPhone 15 Plus   , case            , clear         , Hyphen    ,    11,     21,     3,     4.0,         1, iPhone
HYPHEN DURO Drop Case - iPhone 15 Plus - 6.7 10ft Drop-Tested Case                                                , iPhone 15 Plus   , case            , drop          , Hyphen    ,    11,     21,     3,     0.0,         2, iPhone
HYPHEN LUCD Magsafe Case Case - iPhone 15 Plus - 6.7                                                              , iPhone 15 Plus   , case            , magsafe       , Hyphen    ,    11,     21,     3,     1.0,         1, iPhone
Roskilde MagSafe - iPhone 15 Plus - Black                                                                         , iPhone 15 Plus   , other           ,               , Roskilde  ,    11,     21,     3,     5.0,         3, iPhone
nmaxn IPhone 15 Plus Case 750 Series Navy Blue  Handmade   Fully Covered   Nature Pattern AP 15PL 7503            , iPhone 15 Plus   , case            , plus          , nmaxn     ,    11,     21,     3,     0.0,         1, iPhone
nmaxn iPhone 15 Plus Case 750 Series Capsicum Red/ Handmade - Fully Covered / Nature Pattern  AP-15PL-7504        , iPhone 15 Plus   , case            , plus          , nmaxn     ,    11,     21,     3,     0.0,         1, iPhone
Gripp Alpine Case for Apple iPhone 15 Pro (6.1) - Black                                                           , iPhone 15 Pro    , case            , alpine        , Gripp     ,    11,     21,     3,     1.0,         0, iPhone
Gripp Alpine Magsafe Case for Apple iPhone 15 Pro (6.1) - Black                                                   , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         2, iPhone
Gripp Bolt Case for Apple iPhone 15 Pro  6.1  - Black                                                             , iPhone 15 Pro    , case            , bolt          , Gripp     ,    11,     21,     3,     1.0,         1, iPhone
Gripp Bolt MagSafe Case for Apple iPhone 15 Pro (6.1) - Black                                                     , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp CLARION Case for Apple iPhone 15 Pro (6.1) - Black                                                          , iPhone 15 Pro    , case            , clarion       , Gripp     ,    11,     21,     3,     1.0,         5, iPhone
Gripp CLARION MAGSAFE Case for Apple iPhone 15 Pro (6.1) - Black                                                  , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,         5, iPhone
Gripp Clear Case for Apple iPhone 15 Pro (6.1) - Clear                                                            , iPhone 15 Pro    , case            , clear         , Gripp     ,    11,     21,     3,     1.0,         7, iPhone
Gripp Clear MagSafe Case for Apple iPhone 15 Pro (6.1) with White Ring - Clear                                    , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     8.0,        15, iPhone
Gripp Combat Case for Apple iPhone 15 Pro (6.1) - Clear                                                           , iPhone 15 Pro    , case            , combat        , Gripp     ,    11,     21,     3,     1.0,         1, iPhone
Gripp Combat Case for Apple iPhone 15 Pro (6.1) - Smoke                                                           , iPhone 15 Pro    , case            , combat        , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp Combat Magsafe Case for Apple iPhone 15 Pro (6.1) - Clear                                                   , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         4, iPhone
Gripp Defender Case for Apple iPhone 15 Pro (6.1) - Black                                                         , iPhone 15 Pro    , case            , defender      , Gripp     ,    11,     21,     3,     1.0,         0, iPhone
Gripp Defender Magsafe Case for Apple iPhone 15 Pro  6.1  - Black                                                 , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,         4, iPhone
Gripp ICE frost Case for Apple iPhone 15 Pro (6.1) - Clear Frost                                                  , iPhone 15 Pro    , case            , frost         , Gripp     ,    11,     21,     3,     0.0,         3, iPhone
Gripp ICE frost MagSafe Case for Apple iPhone 15 Pro (6.1) with White Ring - Clear Frost                          , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp NEO Case for Apple iPhone 15 Pro (6.1) - Smoke                                                              , iPhone 15 Pro    , case            , neo           , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp Rubon MagSafe Case for Apple iPhone 15 Pro (6.1) - Black                                                    , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         5, iPhone
Gripp Rubon MagSafe Case for Apple iPhone 15 Pro (6.1) - Grey                                                     , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         2, iPhone
Gripp Rubon MagSafe Case for Apple iPhone 15 Pro (6.1) - Sierra Blue                                              , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         8, iPhone
Gripp Vintage Magsafe Case for Apple iPhone 15 Pro (6.1) - Black                                                  , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         2, iPhone
HYPHEN AIRE Clear Soft Case - iPhone 15 Pro - 6.1                                                                 , iPhone 15 Pro    , case            , soft          , Hyphen    ,    11,     21,     3,     2.0,         2, iPhone
HYPHEN AIRE MagSafe Clear Case - iPhone 15 Pro - 6.1 10ft Drop-Tested Case                                        , iPhone 15 Pro    , case            , clear         , Hyphen    ,    11,     21,     3,     0.0,         4, iPhone
HYPHEN DURO Drop Case - iPhone 15 Pro - 6.1 10ft Drop-Tested Case                                                 , iPhone 15 Pro    , case            , drop          , Hyphen    ,    11,     21,     3,     5.0,         5, iPhone
HYPHEN DURO MagSafe Drop Case - iPhone 15 Pro - 6.1 10ft Drop-Tested Case                                         , iPhone 15 Pro    , case            , drop          , Hyphen    ,    11,     21,     3,     1.0,         1, iPhone
HYPHEN LUCD Magsafe Case Case - iPhone 15 Pro - 6.1                                                               , iPhone 15 Pro    , case            , magsafe       , Hyphen    ,    11,     21,     3,     0.0,         2, iPhone
HYPHEN NOCT MagSafe Frame Case - Black - iPhone 15 Pro - 6.1                                                      , iPhone 15 Pro    , case            , frame         , Hyphen    ,    11,     21,     3,     0.0,         1, iPhone
HYPHEN NOCT MagSafe Frame Case - Titanium Grey - iPhone 15 Pro - 6.1                                              , iPhone 15 Pro    , case            , frame         , Hyphen    ,    11,     21,     3,     1.0,         1, iPhone
Pulse Armor Magsafe case for iPhone 15 Pro Black                                                                  , iPhone 15 Pro    , case            , magsafe       , Pulse     ,    11,     21,     3,    43.0,        77, iPhone
Pulse Tire magsafe case for iPhone 15 Pro Black                                                                   , iPhone 15 Pro    , case            , magsafe       , Pulse     ,    11,     21,     3,    40.0,        83, iPhone
Roskilde MagSafe - iPhone 15 Pro - Tan                                                                            , iPhone 15 Pro    , other           ,               , Roskilde  ,    11,     21,     3,     0.0,         5, iPhone
nmaxn IPhone 15 Pro Case 750 Series Capsicum Red/ Handmade - Fully Covered / Nature Pattern AP-15PR-7504          , iPhone 15 Pro    , case            , pro           , nmaxn     ,    11,     21,     3,     0.0,         1, iPhone
nmaxn iPhone 15 Pro Case 750 Series Brown  Handmade   Fully Covered   Nature Pattern AP 15PR 7502                 , iPhone 15 Pro    , case            , pro           , nmaxn     ,    11,     21,     3,     0.0,         1, iPhone
AT Minimal Magsafe Case For iPhone 15 Pro Max-81085-Clear                                                         , iPhone 15 Pro Max, case            , magsafe       , AT Minimal,    11,     21,     3,     8.0,         9, iPhone
AT Minimal Magsafe Case For iPhone 15 Pro Max-81108-Gray                                                          , iPhone 15 Pro Max, case            , magsafe       , AT Minimal,    11,     21,     3,     1.0,         1, iPhone
AT Minimal Magsafe Case For iPhone 15 Pro Max-81122-Blue                                                          , iPhone 15 Pro Max, case            , magsafe       , AT Minimal,    11,     21,     3,     1.0,         1, iPhone
AT Titan Pro Magsafe Case For iPhone 15 Pro Max-81269-Clear                                                       , iPhone 15 Pro Max, case            , magsafe       , Apple     ,    11,     21,     3,     0.0,         1, iPhone
Gripp Alpine Case for Apple iPhone 15 Pro Max (6.7) - Black                                                       , iPhone 15 Pro Max, case            , alpine        , Gripp     ,    11,     21,     3,     1.0,         1, iPhone
Gripp Alpine Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Black                                               , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         3, iPhone
Gripp Bolt Case for Apple iPhone 15 Pro Max (6.7) - Black                                                         , iPhone 15 Pro Max, case            , bolt          , Gripp     ,    11,     21,     3,     7.0,        15, iPhone
Gripp Bolt MagSafe Case for Apple iPhone 15 Pro Max (6.7) - Black                                                 , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         2, iPhone
Gripp CLARION Case for Apple iPhone 15 Pro Max (6.7) - Black                                                      , iPhone 15 Pro Max, case            , clarion       , Gripp     ,    11,     21,     3,     1.0,         4, iPhone
Gripp CLARION MAGSAFE Case for Apple iPhone 15 Pro Max (6.7) - Black                                              , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     6.0,         5, iPhone
Gripp Clear Case for Apple iPhone 15 Pro Max (6.7) - Clear                                                        , iPhone 15 Pro Max, case            , clear         , Gripp     ,    11,     21,     3,     7.0,        10, iPhone
Gripp Clear MagSafe Case for Apple iPhone 15 Pro Max (6.7) with White Ring - Clear                                , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,         8, iPhone
Gripp Combat Case for Apple iPhone 15 Pro Max (6.7) - Clear                                                       , iPhone 15 Pro Max, case            , combat        , Gripp     ,    11,     21,     3,     1.0,         9, iPhone
Gripp Combat Case for Apple iPhone 15 Pro Max (6.7) - Smoke                                                       , iPhone 15 Pro Max, case            , combat        , Gripp     ,    11,     21,     3,     1.0,         4, iPhone
Gripp Combat Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Clear                                               , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     2.0,         2, iPhone
Gripp Combat Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Smoke                                               , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     3.0,         4, iPhone
Gripp Defender Case for Apple iPhone 15 Pro Max (6.7) - Black                                                     , iPhone 15 Pro Max, case            , defender      , Gripp     ,    11,     21,     3,     3.0,         3, iPhone
Gripp Defender Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Black                                             , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     3.0,         5, iPhone
Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro Max(6.7) - Camel                                       , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     2.0,        19, iPhone
Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro Max(6.7) - Grey                                        , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         7, iPhone
Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro Max- Black                                             , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,        14, iPhone
Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro Max- Blue                                              , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         2, iPhone
Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro Max- Brown                                             , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,        10, iPhone
Gripp ICE frost Case for Apple iPhone 15 Pro Max (6.7) - Clear Frost                                              , iPhone 15 Pro Max, case            , frost         , Gripp     ,    11,     21,     3,     0.0,         2, iPhone
Gripp ICE frost MagSafe Case for Apple iPhone 15 Pro Max (6.7) with White Ring - Clear Frost                      , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     3.0,         6, iPhone
Gripp NEO Case for Apple iPhone 15 Pro Max (6.7) - Smoke                                                          , iPhone 15 Pro Max, case            , neo           , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp NEO MagSafe Case for Apple iPhone 15 Pro Max (6.7) - Smoke                                                  , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         6, iPhone
Gripp NEO XTREME Magsafe Case for Apple iPhone 15 Pro Max(6.7) - Clear                                            , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         5, iPhone
Gripp NEO XTREME Magsafe Case for Apple iPhone 15 Pro Max(6.7) - Smoke                                            , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         3, iPhone
Gripp Raigor Magsafe case for Apple iPhone 15 Pro Max (6.7) - Black                                               , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         2, iPhone
Gripp Raigor Magsafe case for Apple iPhone 15 Pro Max (6.7) - Blue                                                , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         3, iPhone
Gripp Raigor Magsafe case for Apple iPhone 15 Pro Max (6.7) - Red                                                 , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp Rubon Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Black                                                , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     3.0,         3, iPhone
Gripp Rubon Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Grey                                                 , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         2, iPhone
Gripp Rubon Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Sierra Blue                                          , iPhone 15 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     5.0,        11, iPhone
HYPHEN AIRE Clear Soft Case - iPhone 15 Pro Max - 6.7                                                             , iPhone 15 Pro Max, case            , soft          , Hyphen    ,    11,     21,     3,     1.0,         6, iPhone
HYPHEN AIRE MagSafe Clear Case - iPhone 15 Pro Max - 6.7 10ft Drop-Tested Case                                    , iPhone 15 Pro Max, case            , clear         , Hyphen    ,    11,     21,     3,     7.0,        11, iPhone
HYPHEN DURO Drop Case - iPhone 15 Pro Max - 6.7 10ft Drop-Tested Case                                             , iPhone 15 Pro Max, case            , drop          , Hyphen    ,    11,     21,     3,     8.0,        10, iPhone
HYPHEN DURO MagSafe Drop Case - iPhone 15 Pro Max - 6.7 10ft Drop-Tested Case                                     , iPhone 15 Pro Max, case            , drop          , Hyphen    ,    11,     21,     3,     1.0,        11, iPhone
HYPHEN LUCD Magsafe Case Case - iPhone 15 Pro Max - 6.7                                                           , iPhone 15 Pro Max, case            , magsafe       , Hyphen    ,    11,     21,     3,     3.0,         5, iPhone
Pulse Armor Magsafe case for iPhone 15 Pro Max Black                                                              , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    81.0,       117, iPhone
Pulse Clear Magsafe Case for iPhone 15 Pro Max-Clear                                                              , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    51.0,        76, iPhone
Pulse FROSTED Case for iPhone 15 Pro Max-Black                                                                    , iPhone 15 Pro Max, case            , frosted       , Pulse     ,    11,     21,     3,    88.0,       139, iPhone
Pulse HORNOR Case for iPhone 15 Pro Max-Black                                                                     , iPhone 15 Pro Max, case            , hornor        , Pulse     ,    11,     21,     3,    66.0,       124, iPhone
Pulse HORNOR Case for iPhone 15 Pro Max-Blue                                                                      , iPhone 15 Pro Max, case            , hornor        , Pulse     ,    11,     21,     3,    46.0,        85, iPhone
Pulse LIQUID silicon case for iPhone 15 Pro Max-Black                                                             , iPhone 15 Pro Max, case            , silicon       , Pulse     ,    11,     21,     3,    80.0,       108, iPhone
Pulse LIQUID silicon case for iPhone 15 Pro Max-Storm Blue                                                        , iPhone 15 Pro Max, case            , silicon       , Pulse     ,    11,     21,     3,    65.0,       109, iPhone
Pulse Newton Magsafe Case for iPhone 15 Pro Max-Black                                                             , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    69.0,        90, iPhone
Pulse Newton Magsafe Case for iPhone 15 Pro Max-Blue                                                              , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    53.0,       105, iPhone
Pulse Newton Magsafe Case for iPhone 15 Pro Max-Grey                                                              , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    71.0,       142, iPhone
Pulse Super crystal magsafe case for iPhone 15 Pro Max-Black                                                      , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    91.0,       114, iPhone
Pulse Super crystal magsafe case for iPhone 15 Pro Max-Clear                                                      , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    84.0,       110, iPhone
Pulse TANK Gradient Magsafe case for iPhone 15 Pro Max-Blue                                                       , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    69.0,       140, iPhone
Pulse THOR Leather case for iPhone 15 Pro Max-Black                                                               , iPhone 15 Pro Max, case            , leather       , Pulse     ,    11,     21,     3,    85.0,       119, iPhone
Pulse THOR Leather case for iPhone 15 Pro Max-Blue                                                                , iPhone 15 Pro Max, case            , leather       , Pulse     ,    11,     21,     3,    78.0,       132, iPhone
Pulse TPU TPE PC shockproof case for iPhone 15 Pro Max-Black                                                      , iPhone 15 Pro Max, case            , shockproof    , Pulse     ,    11,     21,     3,   102.0,       130, iPhone
Pulse TPU TPE PC shockproof case for iPhone 15 Pro Max-Light Blue                                                 , iPhone 15 Pro Max, case            , shockproof    , Pulse     ,    11,     21,     3,    50.0,       106, iPhone
Pulse Tire magsafe case for iPhone 15 Pro Max Black                                                               , iPhone 15 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    83.0,       134, iPhone
Gripp Clear Case for Apple iPhone 16  6.1  - Clear                                                                , iPhone 16 Base   , case            , clear         , Gripp     ,    11,     21,     3,    62.0,        18, iPhone
Gripp Clear MagSafe Case for Apple iPhone 16  6.1  with White Ring - Clear                                        , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    60.0,        21, iPhone
Gripp Dusk Magsafe Case for Apple iPhone 16  6.1  - Black                                                         , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    15.0,         7, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16  6.1  - Gunmetal                                              , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     8.0,         1, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16  6.1  - Natural Titanium                                      , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     7.0,         3, iPhone
Gripp Holdit MagSafe Case for Apple iPhone 16  6.1  - Grey                                                        , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     2.0,         1, iPhone
Gripp Matrix MagSafe Case for Apple iPhone 16  6.1  - Black                                                       , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    14.0,         5, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16  6.1  - Black Matte                                                , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    24.0,         6, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16  6.1  - Blue Matte                                                 , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    25.0,        11, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16  6.1  - Green Matte                                                , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    65.0,        15, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16  6.1  - Transparent                                                , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    26.0,        10, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16  6.1  - Black                                                     , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     6.0,         3, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16  6.1  - Blue                                                      , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     7.0,         4, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16  6.1  - Green                                                     , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    13.0,         6, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16  6.1  - White                                                     , iPhone 16 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     8.0,         6, iPhone
PULSE ARMOUR Case for iPhone 16-Black                                                                             , iPhone 16 Base   , case            , armour        , Pulse     ,    11,     21,     3,   296.0,        42, iPhone
PULSE ARMOUR Case for iPhone 16-Dark Blue                                                                         , iPhone 16 Base   , case            , armour        , Pulse     ,    11,     21,     3,    88.0,        11, iPhone
PULSE ARMOUR Case for iPhone 16-Matt Clear                                                                        , iPhone 16 Base   , case            , armour        , Pulse     ,    11,     21,     3,   110.0,        12, iPhone
PULSE Aluminium Rugged Magsafe Case for iPhone 16-Matt Black                                                      , iPhone 16 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   231.0,        42, iPhone
PULSE Aluminium Rugged Magsafe Case for iPhone 16-Matt Green                                                      , iPhone 16 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,    55.0,         5, iPhone
PULSE Aluminium Rugged Magsafe Case for iPhone 16-Matt Grey Blue                                                  , iPhone 16 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   128.0,        15, iPhone
PULSE Matt Magsafe Case for iPhone 16-Black                                                                       , iPhone 16 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   295.0,        55, iPhone
PULSE Matt Magsafe Case for iPhone 16-Blue                                                                        , iPhone 16 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   118.0,        26, iPhone
PULSE Matt Magsafe Case for iPhone 16-Grey                                                                        , iPhone 16 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   262.0,        42, iPhone
Pulse CLEAR Case with Camera stand for iPhone 16-Black                                                            , iPhone 16 Base   , case            , clear         , Pulse     ,    11,     21,     3,   106.0,        17, iPhone
Pulse CLEAR Case with Camera stand for iPhone 16-Dark Blue                                                        , iPhone 16 Base   , case            , clear         , Pulse     ,    11,     21,     3,    94.0,        19, iPhone
